Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg
63,m,183,87.7,17,,103.9,28.799999999999997,30,57,39.4,30.0,106,18.5,22.9,37.7,19,
41,M,180.0,72,19,94,90.5,40,46,47,14.5,28.8,91,36,21,31,27.1,24.4
37,f,177,125.0,17,106.3,138,36.7,33.6,69.4,,29,103,40,25.0,31,50,56.6
66,male,164,96,18.1,120.0,124.9,47,35.5,,40,36,134,47.9,25,32.8,36,43.7
28,male,172.0,90,18,76.6,117.4,42,,57.8,38.7,30,91,41.2,25.0,40,42,
62,female,167,67,16.5,102.6,116,32,35.0,60.0,13.8,24,101.2,36,19,33,38,32.4
38,F,159.3,51,15,88,105,33,31.8,40.0,34,23,103,39,20.0,23,41,
71,FEMALE,156,68,17,82,118.7,,34,57,34,28,105,35.0,20.6,42.8,44,35.6
34,m,167,76.0,18,103.4,112.7,30,31,44,44,30.2,86.2,44.7,25.0,26.5,39,22.1
37,F,169,80.0,15,75,96,30.7,37,62.1,40.0,25.0,105.0,,21,37,30.4,39.6
34,f,159.7,110.0,16,136.7,150.0,39,43.6,77,48,27,123,45.0,23,36.1,50.0,
31,F,167,90.1,15.0,70.8,125,30.0,37,63.3,38,28,99,36.2,17,29.3,51,
70,male,180.1,95.1,20,115.0,115.0,42,35.0,53.6,45.0,31.8,130,58,24,45.0,25,
26,MALE,810.0,87,19.3,85,105.0,37,32,49.9,41,30,95.0,42,25.0,33,24.3,32.8
54,MALE,187,112.6,20.0,95.0,117,35,33,69.9,40.0,229.0,105.0,46,,36,40.0,49.1
26,female,160.9,72.0,15,97,115.0,40,41.7,67.2,36,26,80.0,38.0,21.5,40.0,11,34.2
46,Female,165.0,95,15.5,114,134,388.0,43,60.0,,27,103,,22,26.2,40.0,42.9
44,M,175.0,106,20,,100,39.2,40.5,60.0,39.0,,114,550.0,28,37.8,15.0,37.1
44,M,173.1,106,20,,100,39.2,40.5,60.0,39.6,,114,550.0,28,38.7,15.0,37.1
32,M,174.9,93,18,108.5,126,41.0,39,22.4,38.2,24.8,121,48.7,9.8,36.0,26.1,37.8
33,Male,165,,18,99,106,45.0,36.5,62,40.0,31,104,40.0,21,42,,40.5
57,F,161.7,40.0,15.3,60.0,97.4,28.9,24.2,53,33.2,25,96,36,21.7,32.0,19,
44,male,170,104,19.5,120.0,123,,50,69,40.0,29.3,72.5,50.1,,36.0,25.0,44.2
56,male,187,103,20.2,113,108,,,45,40.0,31,97.2,41,26,40,27.8,56.1
23,F,165.0,60.1,17,93,105.0,33,266.0,52.8,33.3,23,100.0,37,21,33.5,33,18.1
33,female,156.7,49.6,15.2,76,131,29.8,27,58,34,22,90.5,40.6,20,22,44.8,23.2
18,Male,167,70,6.3,30.3,100.0,40,30.0,54.2,43.8,28.8,106.3,44.2,24.0,41,,31.0
68,M,167,73,19,108,93.2,38.8,34.5,60,42.3,30.0,120,40,9.1,40,11.5,23.1
42,M,170.0,90,19.6,115,118,43,40,,37,24.1,100,,228.0,37,30.8,38.7
40,female,156,75.0,17,124,125.0,36.4,35.0,58,38,23,99.0,44,25.0,34,32.4,26.6
21,f,160.0,86.4,18,95.0,122.9,36.6,33,58,44,23.3,96,36,24,42.0,46.2,24.6
30,male,172.8,54,19.4,58,109,35,28,56,37.9,27.8,125.0,49.2,23,30.0,20,19.9
49,f,68.6,90.0,17,116,136.7,31.9,41.0,61,35,24.8,111.8,37,20,32,42,39.1
20,male,157.5,62.7,18,81,1005.0,43.1,31,53.9,38,30.0,120.0,43,25,35.0,34,30.4
68,FEMALE,153,39.4,16.8,65,112,32,28,56.3,39,25.0,100.0,42,23,14.1,3.0,17.8
22,m,184.3,73,17,91,89,33.0,27.4,22.8,13.8,27.1,103,42,22.7,41,36,38.6
19,f,154,,15.2,93.3,125.0,30.0,,67,40,27,93.0,41.4,19.4,,33.6,23.2
34,Female,164.5,76,16,92,95,34,29,70.8,31.8,26.1,105.0,,20.0,35.0,28,29.6
74,m,165,85.0,17.3,120.0,115.0,40.0,30.0,61.9,51,26,125.0,45,26,39,52.2,35.9
42,MALE,167.9,77,19,98.4,93,45,35.0,68.7,40,29,107,46,23,42,30.0,
42,MALE,167.9,77,19,98.4,93,45,33.3,68.7,42.0,29.1,107,46,23,42,30.0,
36,f,158,44,15,59.5,109.9,36,22,49,34,24.1,88,36,21,28.4,41.8,20.9
33,Female,169,70.0,18,96.8,135.5,33.0,32,65,40.8,,,40,22,29,52,38.8
22,MALE,187,58.2,18,69,100.1,38,36,52,34,30.0,85.0,35.0,23.6,34.3,15,26.8
39,f,165,60.0,15,90,107.0,30,28.9,58,36,24.0,103,38,20,24,35.1,19.4
47,Male,180.0,70.0,21,81,128,35.0,255.0,55.0,33,25.0,89,47,20.9,33.3,11,29.3
28,MALE,172,75.0,17.0,111.6,102.3,37,30.0,59.4,,32,102,44,23,36,19,30.9
25,Male,191,83.1,,90.0,100,40.0,21.8,69,38,30,100.0,43,22.9,37,33.7,
73,MALE,170,99.9,18,104.4,113.8,33.9,40.0,60.0,39,30.0,,50.0,23,38,24,47.7
72,Male,189,83.9,19,75.0,114.4,36,32.2,57.7,43,29,110.0,39.0,20.0,44,33,35.7
70,Female,165,65,16.6,101,89,,38,50.0,40.0,24.0,105.0,36,20,29,35.0,
65,M,175.2,60,18,89.2,105,39.8,32,70,36.5,30,83,41,20.0,27,22,26.2
48,Male,180,96.2,18.5,72.1,113,36.9,,55.0,40.0,30,111,43,24,42,,39.8
18,F,169,53,16,773.0,100,33.6,20,61.9,32,30,75.0,,20,22,34,
54,f,162,96,16.9,1000.0,120,38,55.0,57.9,41.8,25,102.4,47.6,25.0,36,40.6,31.7
55,male,175.8,68,18,89,99.8,38,25.9,25.2,41,27,87,39,25.0,37.2,13,23.7
33,Female,164,77,15,108.8,110.0,33.2,32,,35.0,27.0,135,42.9,22.8,30.7,,23.4
33,Female,164,77,15,108.8,110.0,33.2,31.5,,35.0,25.7,135,42.9,22.8,32.5,,23.4
36,male,176,109.4,20,105.4,126,41,14.6,74,42.5,28,100.0,44,25.0,40,28,59.1
52,Male,169,71,17,92,119,43.3,41,53,36.9,31,85.0,46,20.0,40,29.6,25.2
69,Male,170.0,117,7.9,118,120.0,47,45,60,16.1,30,105.0,45.0,25,37.4,44,45.9
33,Female,155.0,75,17,85,102,35.0,45.0,44,31.5,28,105.0,43,20,39.7,37,
37,M,169,121.2,20.0,120,142,42.6,45,66.1,40.0,33,105.0,41,24.1,44.1,41.8,60.5
21,male,177,107,15.0,105.0,122,42.1,333.0,68,41,30,160.0,35.4,25.0,37,35.0,51.6
42,Female,163,70.0,15.6,112,108.0,35.0,27,63.5,37.1,26,110.0,40.9,20,38,25,27.3
25,FEMALE,157,46.4,14.6,89.8,82,31.9,30,39.8,45,23.8,88,36,21,,,23.8
68,M,182,102,19.4,101.6,122,40.0,31,60,40.7,31,98.4,54,25.0,45,35.0,34.7
52,female,151,55.0,15,141,112,32.0,36,58.8,40,24.8,87,16.5,20,29,34,19.9
31,male,174,75.0,17,87,124.0,35,30.0,66.4,40.0,31,129,30.799999999999997,25,43,46,
56,male,171.2,84.3,18,134,120.0,43.2,34,56.6,38.0,29,120.0,48,26,37,20.7,31.2
57,Female,161.8,100.0,17,120,102.1,34.8,56.4,59,42.0,27.7,122.5,45.0,13.899999999999999,32.9,46,50.3
23,m,172,92,19.9,85.4,118,40,30.0,70.0,41,30.0,107.7,45.0,,35.0,34.4,40.9
42,m,180.0,106,18,120.0,100.2,41,35,55.0,40,32,111.5,46.5,19.9,30.0,33.1,37.1
66,Male,167.9,103.8,18.0,129,128,45.0,35.0,80.0,39,30.0,,533.0,26,33.3,35,
31,MALE,171.5,108,16.8,,121,45,40,60,38.2,28,95.6,52,26,38,,43.2
63,Female,155.0,51.6,15,104,110.0,31,,55.0,34,27.4,100.0,39.1,24,30.0,36.8,22.0
37,female,165.0,92,16.3,118,97,35.0,29.3,73,38,7.9,100,40.5,21,38,40.0,42.6
33,Female,154.3,42,15.7,102,75.0,33,26,60.0,35.0,20.0,95.0,35.0,19,25,45.0,17.1
21,female,155.2,65.0,16,100,140.0,36,30.0,63.5,14.2,24.1,86,37.6,,33,43,23.7
27,f,155,167,20,160.0,156,,58,74,47,28,139,38,26,47,60,59.9
40,f,165.0,108,15.3,130.3,137.0,41,42,60.0,32,25.2,95.0,34,22,41.7,44,50.5
57,MALE,160.4,83.4,15.9,96.5,100.0,37.7,37,60.0,33,29,85.5,,23.3,40,27.6,
46,Male,169,87.1,20.0,110.7,114,40,31.0,58,40,30.0,97,39,24,43.6,25,26.5
67,FEMALE,159.2,46,16.0,89.9,101.0,31,22,58,35.4,25,111,36,20.0,32.1,35.0,20.2
34,Male,173,83,16.5,120.5,106,41,28.1,63,40,32.6,113.2,41,22,,26.9,41.4
69,FEMALE,,98.3,16.8,110.2,,40,45.7,73,43.9,30,110.0,44,34,39.3,36.7,37.7
67,m,174,104,19,119,134.7,42,39.0,47,41,30.0,97.9,50,23,36.9,33.8,40.6
36,Male,166.0,64,18,85.0,82.0,40,33.9,50,41.3,29,,47.0,24.8,45,20,28.1
70,M,182,115,18.2,117,114.0,38,33,63,42.6,29,110,50,22.0,30.6,25.0,34.9
65,M,176,88,18,109,129.7,35.0,37,66.2,40.0,31,108,41.5,20.0,35.0,33.1,34.5
33,f,171,72,16,80,100.7,35.1,33,69,34,27,125,35.0,21.3,26.2,25.8,
63,Female,157.0,72.3,17,70,102,37,36,62.6,41,27,43.7,39,8.0,28,56,28.3
32,MALE,170.0,135,22,118,114.0,42,44.1,66,40,33.3,,46,22.1,41.2,50,52.7
66,Female,151,112.6,16.8,110,135.0,36.0,55.6,27.2,37.4,30.0,122,48,244.0,38.4,60,49.6
36,m,170.0,117,20.0,93,124,,34,58,43.2,30.0,104.3,40,25.9,36,37,45.9
32,female,150.0,42,15.0,85,115,32.1,29,43,35.0,25.0,90,40.2,20.4,26,14,12.5
50,F,169,84.0,16.0,113,132,34,36,59.2,36,28.4,118,38.4,23,32.7,11,44.7
68,F,160.5,65.0,15.0,70.0,107,35,30,57,39,25.0,94.6,35,21.7,30.0,34,24.8
74,F,152.7,64,14.2,106,110.0,40.0,33,62,38,25.0,91.4,36,18.7,30,32,27.9
23,F,160,77,15.6,124,125,35.0,43,69,39,23,78.8,39.1,23,32,46,29.8
48,male,172.1,62.0,18,119,110.0,39,32,54.4,38,225.0,92,34,,37,16.7,25.1
71,FEMALE,160.0,74.1,15.9,100.0,93.1,33,36,65.0,34.7,27.1,97,35,25.0,33,41,30.4
34,female,168.7,38,15.6,55,98.4,30.0,24,,40.0,22.6,92,40,19.0,35.0,23.8,13.4
57,female,172.6,107,17.4,128,139.1,37,40.0,65.0,40,24,117.0,30.0,25.0,43,39.6,
27,FEMALE,155.0,100.0,15,,113.8,25,33.0,64.3,433.0,20.0,94.8,37,22.1,33,53,40.8
27,FEMALE,156.7,100.0,15,,115.0,25,33.0,64.3,431.5,20.0,94.8,37,22.1,33,53,40.8
71,female,154,86.9,17,97.2,115.5,37,42.3,61,34,29,121,34,20.0,33,30.0,
25,F,162.2,65,16,86.8,103,34,29,50,43,25,77,41,23,29.9,45,30.1
40,M,179,85.0,18,91,119.5,,28,55,43,31,119,47,21.8,37,32,35.7
34,m,183.6,109.1,16.2,95.0,101.7,41,35.0,53,38,32,118.1,40.0,23,40.0,42.8,41.0
30,F,153.7,62.7,16,90.0,100.3,53.0,33,59.9,42.3,27,112,36,19,32.3,39,24.9
72,F,160,116.2,15.0,124,140.0,39,48,67.6,40.9,28,145.0,41,21.9,46,48.4,34.4
43,Male,171,95.0,17,121,101,41,35.8,60.0,44,28,117.1,54,27.2,36,33.5,39.2
37,M,187.6,90,17.5,100.9,93,42,33.2,21.7,50,32.0,118.1,44.7,25.4,36,24,39.6
62,m,175.0,86,18.4,102,105.0,36.4,34,,42,30.2,101,44.8,25,35.0,20,
62,m,,42,20,63.8,92,38.1,26.1,50,36,25.0,80.8,37.8,21.7,30.0,24.0,16.4
46,Female,65.0,86.1,15.0,92.2,111,38,38,61,,26.9,117,,22,31.2,31.9,36.0
45,male,72.0,80,17.2,56,95.0,,31,60.0,44,30,109,43,21,37,19,37.3
51,Male,168.0,99,20.0,101,121,41.8,40,65.0,40.5,26.4,101,46,20.0,40.4,38,
22,female,160.0,105.0,15,129,140.0,38.0,46,69,47,25,104.8,41.4,31.8,34,40.0,49.6
55,m,172,119.1,20,134,137.7,45.6,39.3,,47.4,35.0,106.1,42,24,40.0,35.9,53.0
51,Male,163.5,91.9,19.3,129,115.2,48,40.0,51,45,30,133,45,24,35,20,41.9
59,F,151,68,17,106,95.4,31.4,35.0,,38,,93,37,20.0,33,31,30.4
62,Male,165,132.5,91.0,160.0,146,40.0,52,60,40.0,35,115.0,46,24.1,43.6,49,45.1
22,f,173.3,79,17,94,104,30.0,35.0,57,38,25.1,112,40,23,33.7,30.0,36.8
70,Male,175.0,82,16.4,107.4,98.8,44.1,32,55.0,35,3.0,79,52.0,25.0,40,27,37.1
70,M,185,105.9,18.4,110.0,115,41,26.9,59.0,40.0,34,115,46.1,25,36,,50.4
57,F,170.4,85,15.0,99,87.9,33,40.0,57.1,41.9,26.8,83,39,20.1,38,44,33.5
25,female,1665.0,70.0,,112.7,115.0,35,28.7,69.0,33.4,26.9,104.0,40.0,22.0,37.2,36.9,30.3
19,male,186,64,15.0,113.6,87.9,42.0,31,42.2,,29.7,150.0,45,25,,29.6,30.1
54,M,176,91,18.2,107,108,38,40.0,51,,,102,48.8,26,,35,35.2
61,f,169.0,80.0,14,115,116,35.0,34,75.0,,26.7,87,38,21,27,41.7,34.7
23,male,172,80.0,15.0,110.0,117,37,41,49.5,40,31,114.6,50,24,,,
68,f,172,91,15.7,78.9,165.0,35.0,11.9,53.4,34.9,22.2,95.0,38,22,32,55.0,43.2
24,F,173,56,15.0,61,99.3,30.0,25,54.7,35,25,97.5,35,20.4,30,22,15.7
45,MALE,178,84.7,19,123,105.3,34.2,36,60,40.0,30.0,100.7,43,20.0,,35.0,42.9
32,FEMALE,155,60,14,91,110.0,32,28.7,54,14.7,21.7,69,37,21,31,36.6,24.3
74,female,155.0,68.3,14,90.0,107,33,25.0,59,36,26,,38,7.9,28.6,32.8,
29,F,712.0,80.0,15.6,85.0,101,11.8,25,55.8,37.4,26.0,78,40.0,,28,47,35.9
47,male,170,133,20,140.3,121,40.0,55.0,53,36,36,106,52.3,21.6,40.6,49,45.4
31,f,164,58,16,105.0,100,34,33,50,40.0,23,94,41,20.9,24,36,22.8
21,M,180.6,105.8,18.1,86,109,40,38.7,47,,31,121.1,43,25.0,38.6,22,40.8
49,male,168.6,220.5,20.0,110.0,129.0,38,35,63,38,35,99,46.2,21,35.0,35,39.0
44,m,166.6,90.0,21.3,135.0,129,39.8,40.0,58,33,22.0,107.9,47,23,42.5,28.9,35.7
25,male,176,99,18,85.0,120.0,40.0,35.0,67,48,27,110.5,44,25,35.4,42.6,
51,FEMALE,155.0,88,14.4,138,113.9,35,50,,41,27.1,111,40.0,25,35.7,37.7,48.4
24,F,163,91,17,97,90.0,33,34,52,40.0,,103,37,25.0,32,50,34.7
51,FEMALE,163.0,95,17,,97.8,36,40.7,77,32,19,,41.7,22,35.4,46.7,43.7
56,FEMALE,160.5,93,18.0,106,115,36,45.0,68.2,37,25.0,113,36,18,31,53.1,27.3
35,FEMALE,159,90,15,105.6,129,33.7,38,67.2,39.1,27,109,39,23,37.3,46,39.1
42,F,153.8,91,15.0,110.0,120,39,36.6,70.3,35.0,30,115.0,44.4,20,35.0,46.6,31.7
28,Female,173,91,15,101.3,99.8,,28,67,40,25.0,,45.4,22.3,42,45.0,38.6
71,F,179.0,86,16,122.8,91,35.0,28.3,44,40.0,22,100.8,45.0,20.0,31,42,41.2
44,female,160,66.4,15,105,103,32,38,55.0,45,24,115,36.5,22.3,26,33,30.9
70,FEMALE,151,60.0,16,90.0,105.0,35,30.0,51,33,28,102.4,38,20.3,40,39,21.2
45,Female,165.0,117,15.5,47.6,110,33.7,84.0,70.0,36.8,27.2,122,42.9,23,30,46.5,46.3
39,FEMALE,173.1,69,16,70.2,129.5,34,42.0,60.0,40.0,24,99.1,38,20,30,45.9,23.8
73,FEMALE,157,50.0,16.3,120.0,95.0,33,26,41,35,21.9,103,35.0,20.5,32.3,36.5,18.5
72,F,160.4,53,15,100.0,108,33,34,62.3,39,24,93.5,35,21,32,38.6,25.7
70,FEMALE,155.2,60.9,14,114.0,92,35,26,65.0,37,26,108.4,36,20,32,30.0,19.2
41,MALE,178,119,18,103,124,45.3,38.6,63,38.9,,110.6,48.5,26.6,40.0,40.0,52.4
41,Female,160.0,94,16,113,109,35.9,40,53.4,43.5,26,108,39,24,26,43,40.6
71,FEMALE,163,80.0,16.1,104,107,33,13.8,68,40.3,30,100.0,38.0,22.5,31,,41.9
40,M,175.0,95.0,18.3,115.0,103.9,42.2,41,,41,31,116.2,37,25,40.0,30.0,32.9
68,M,167.9,97,20,139,126.3,41,46,55,42,30.3,120.1,45,25.0,39,24.4,
68,male,180.0,88.1,16.8,88,96.1,35.0,36.4,54.9,33.0,33.0,87,45,32.0,35.0,30.0,33.1
67,female,155.0,83.6,15.0,96.2,114.7,35,35.5,,40.0,26.2,110.0,38,22.9,35,41,29.8
48,M,178.1,82,18,112.4,105.0,40.0,31,,38.2,32,104,41,22.6,39,22.4,
64,Female,156.2,51,15.2,105.0,101.2,30.0,27.7,60.6,38,222.0,101.1,40.0,23.2,25,19,21.7
24,female,169,92,15.4,113,110.9,37.9,35,67,40.9,26,100.0,38.3,22,11.6,41,
50,female,151,98.5,16,152,119.4,38,43.4,69,40,24,115.0,39,22.7,34.7,50.0,39.1
56,Female,160.6,72.2,15,85.5,115.0,28.0,41,61,13.4,30,102.5,39.4,22.4,35,45.0,
57,m,175,100.0,20.0,107.1,124.6,43,14.2,61,39.5,26.4,118.3,40,24,40,27.4,38.9
60,FEMALE,167,110.6,17,129,118.6,36.4,55.0,75,,25.0,105.0,38,25.4,32,10.0,
67,f,160.0,60.0,16,107.8,,32.3,,51.7,36,21,104,37.6,19,34.5,37,
28,Female,169.9,81.1,15.0,,110.2,29,40.0,59,25.0,26,114,36.1,21,40,33.5,26.5
23,M,167.7,114.8,20.0,132,120,43.7,38,68.0,47,33,120,50.0,25.0,45.0,35.0,33.1
69,Female,166,39.0,14,76.3,91,32.4,29,50.0,39,25.0,83,,,30,23,19.7
33,f,165,1112.0,18,115.0,147,36,43,57.0,40.5,30,103.0,42.3,24,40.0,60,38.3
41,Male,178.1,86.6,17,1125.0,114,40.8,35,57.8,38,,94,45,25.0,32,33,36.1
65,MALE,190.0,93.3,17.2,116,988.0,41,35,60.4,35.0,,110.0,40.0,23,38.2,14,39.9
66.1,MALE,190.0,93.3,17.2,116,988.0,41,35.8,60.4,35.1,,110.0,40.0,23,38.2,14,39.9
21,male,177,57,19,82.3,100.0,33.2,11.8,56,39,30.0,105.0,44,20.0,38,7.6,
74,MALE,153,80,18,107,122,37,23,66,46.4,32,103.9,47,23.1,46,35,29.1
60,f,161,96,15.0,151.9,124,35.0,43.0,60,39,25,123.6,38,21.5,38.4,45,43.2
56,MALE,196,106.9,19,112,125,35.0,33.2,50.0,38.3,34.8,113,41.7,24,,22,29.1
43,f,160.0,84,17,111,125,33,30.7,65.0,41,25.0,110.0,34,20.0,35.1,35.0,33.2
23,M,182,109.1,18.5,90.9,111,42,30.0,61,40.7,28,119,47.3,23,33.6,45.0,
62,m,170,85.0,17.6,,112,39,30.0,60,40.0,28.4,100.0,51,23,37,19,32.7
68,female,156,96.5,14,131,135.2,41.4,55,60.0,39,26.3,111,42,23.2,34,41,34.9
47,M,160.0,105.0,25.0,175,130.0,40.3,41.5,75.6,44,31.2,113,48.4,25.0,39,35.0,43.5
35,male,173,110,18,112.3,116,42.4,,75,43,34,120.0,47.9,25.0,40.0,20,43.9
27,female,162,60.0,15.9,84,116,31.9,31.7,54,32,23,88.6,40,20,33,30.8,20.7
64,m,168,76,17.8,120,95,37,44,63,11.8,30,120.0,45.0,23,34.9,20.0,30.3
55,female,,109.4,16.6,121,141,40.0,37,75.0,42,27,45.7,40.0,25.3,34,39.5,37.7
58,M,168.6,,18,,113.5,36,,67.6,32.9,32,122,48.0,23,43.8,,43.6
58,MALE,167.0,73,16.5,115,115,40.6,35,56,38,30.2,104.6,45.0,21,30.0,10.0,31.5
22,m,185,136.7,19,110,127.8,45,36,66,43,29,97.2,49.4,25.0,53.0,34,42.5
21,f,150,35,14.9,102,92,29,24,60.0,33,21.5,85.0,34,23,31,25,17.9
42,F,150.0,80.0,16.3,95.0,104,36.5,35,75.0,46,27,100.0,40.0,23.7,377.0,43,31.8
70,F,158,59,17,120.0,92.4,30,35,16.0,34.6,24,95,18.4,20.0,24,38,26.4
55,m,164,90,18,135.0,47.9,38,45.0,57.3,43.4,37,109,50,27.7,40.5,31.2,38.6
55,m,164,90,18,135.0,47.9,38,45.0,57.3,43.4,37,109.9,48.4,27.7,40.5,31.2,37.0
65,M,163.2,82,19,111,,39,36,66.1,44,30.0,39.3,45,22,37,35.0,
40,m,185.1,103,20.0,116,93,41,39,,44,29.9,115.0,46,25,34,27.8,42.1
40,f,163,84.5,16.6,83,124,36,37.3,65,16.1,30,106.1,40.0,25.0,32,44,40.7
37,m,67.9,49,18,75.0,91,34.0,33,66.9,,30,86.5,37,22,29,4,18.5
22,female,155,86,17,143,113.0,38,37,69,44,28,107,38.4,22,25,40.1,26.8
52,Female,165,95.0,17.1,91,119,36.6,35.0,61,40.0,24.7,103,42,24,333.0,47.8,35.4
43,Male,182.4,114.1,20.0,124.6,143,40,38.6,52,38,53.0,117.9,40.0,22,34,31,
60,Male,180,105.5,18,139,105.0,45.0,38,60.9,40.0,,100.5,40,25,49,30.0,49.4
58,female,154,69,14,120.0,131,35.1,29.4,43.2,41,28,109,38,22,13.7,46.0,31.4
36,Male,165.0,75,18,85.7,102,42,27.9,50.0,41,,106,37,,40,31,38.6
47,FEMALE,166,80.0,16,,135.0,34.5,39.1,47.6,40.0,26.9,88,38.2,22,29,50,34.1
71,Female,160.0,96,16,127,127.3,37,35.0,58,41,25,120,338.0,24.3,39,,44.8
74,Female,165.0,57,15.0,98,117,34,32.2,64.6,43,24.2,101,39,24,400.0,20.8,24.6
29,FEMALE,160.3,55.5,15.0,666.0,93,30.0,28,53.5,36.5,220.0,96,37,19,30.4,,23.9
20,m,167,77,19,94,113.2,338.0,36,56,38.7,31.0,85.0,43,21.4,38,35.0,35.9
34,FEMALE,154,84.1,16.0,99.0,144.4,37,38.6,70.6,36.6,24,117,40.0,25.0,30.6,42.3,33.3
42,M,173,80,18,89.7,106.8,41,33,65.7,39.3,25.0,124,45.0,25.0,,37,36.4
43,F,155,95,17,106,110.3,41,42.7,55.1,40.0,24.5,112.0,17.6,22,34.9,45.8,47.9
40,f,1660.0,100.0,18,174.0,117.0,36,34,62,51,27,100.0,40,24.2,48,52,36.9
67,F,173,92.6,15,89,115.3,35.1,33,68,,24,105,45,24,24.1,41.6,44.0
36,M,175.0,52,18,94,107.3,37.3,22.2,55.0,28,30,88,45.0,20.0,35,20,24.2
53,female,162,79.4,17,90.2,,32,35.9,52,33.4,52.0,112.6,40,23,29.2,51,34.3
67,Male,164,94,,124,90,36,39.3,72,45.0,31,106,,25.0,4.0,34,44.3
33,m,176.7,76.0,15.3,104,116,37,27.3,70,40.0,,99,43.5,26,37,11.5,25.6
53,Female,154,104,14,131,107,37.7,45.1,66,44,25.0,111,40,23,35.0,50,41.8
41,Female,156,53,16,60.0,85,29.3,30.0,61,40.2,23.5,102.3,40.5,19.9,30,39,25.0
74,Female,145,57,16,141,107,34.7,35,48,39,29,78,,23,34,30.0,23.4
57,MALE,179,108,7.0,85.0,117,,37,63,40.0,25.7,113,46,24,36,22.2,
21,MALE,167.0,109,,123,109.0,39,43,66,46.0,29,105.0,47,25.2,37,26,47.9
50,FEMALE,160.0,95.0,15.0,101.7,132,34.1,47,66.6,33,29.5,107,42,24,33.1,45,34.1
58,female,151.5,91,16,98,51.2,35.0,,,44,30.0,116,40.1,22,37,43,43.6
65,Female,170.0,82.7,16.4,,113.7,43.0,40.1,61.7,40.0,21,85,37,,30,42.7,46.1
51,F,148,83,19,114,121,33.6,36,70,37,25.0,98,35.0,23,25.0,60,37.1
67,M,181,54.7,16,101.4,,31.2,29,50.0,44.1,28,93.0,40.7,21,33,20.4,26.3
40,FEMALE,62.2,65.0,17,89,107,38.2,40,25.6,37.3,8.9,103.2,39,21,28,25.0,27.0
38,MALE,185.0,76.0,15.0,89.9,105.0,35,33,38,37,27,120,44,22,40.0,,35.1
73,m,171,74.0,17,,110.1,41,30.0,48.1,34.0,29,90,,21.3,31,25.4,
20,male,182,119,20.0,113,95.8,42,,51,46,30.0,112,43,27.6,35,38.2,51.1
43,m,171.5,86,18,129,104,41,29.4,544.0,14.2,33,,47,25,30.1,37,34.8
43,m,171.5,86,18,129,104,41,29.4,544.0,14.2,33,,47,24.9,29.7,37,33.3
71,FEMALE,155.0,73,16,85.0,109.1,30.4,32,60,35.8,22,118,42,,35,51.5,24.5
66,MALE,172,93,19,1001.0,109.7,40.0,33,49.4,42,30.0,96,35.0,22.6,50.0,33.8,48.2
48,Female,159,76,15.1,97.1,112,33.0,38,63,30.0,24.8,,39,18.8,31,33.5,26.7
34,MALE,174,123.9,18.4,99,131,43.8,37.5,70,43,35.0,127,46,25,,31.3,51.4
61,m,180.0,100.0,19,115.8,124,35,30,69,43,34,102,50,25.4,40,22,34.6
24,male,163.1,76,18.8,154.5,94,38,37,55.0,40.3,29,95.0,38,23.1,36,,28.8
50,female,162.9,249.2,17,133,124.6,26,,73,40.0,25.0,94,42,24,40.0,55,49.8
50,female,162.9,249.2,17,133,124.8,26,,71.6,40.0,25.0,94.6,42,24,40.0,55,49.8
47,Male,175.0,198.5,18,89,117,41,35.6,55,44,30.2,112,51,23.9,35,34,
70,M,159.5,87.4,16.1,141.9,117.5,,29.8,48.5,45.1,31.9,116,16.5,25.0,35.6,43,42.6
30,Male,181.2,101,18,127,120.3,38.7,45,59,37.2,27,119,44,21,41,17.7,50.5
31,M,184,121.8,18.8,156,105,40.0,36.0,622.0,38,,108.5,47,26.3,33,33,52.4
73,MALE,173.0,67,19,108,103.8,35,24,58,39,28,105,46,,31,6,29.7
49,f,153.7,62,16,82,127,33,38,63.5,36.4,,104,37.2,22.0,35.0,38.7,24.6
50,f,166,80.0,16,102,110,30.0,26,71.0,15.7,25.0,96,34,22,25.7,45.0,32.5
43,MALE,170.0,133,18.3,127,123,40.0,42,73,43.6,30.0,91,53.8,26,36,55.0,57.9
58,FEMALE,160.6,67.4,16.2,112,103.8,30,36,50,38,25.0,89,37,19.9,,48,27.5
62,MALE,167.8,80,15.0,103.4,119,49,38.5,55.0,38.3,25.0,95,45.7,27,35.0,33.6,34.4
25,male,1180.0,100.0,19.6,84,108.4,39,36,62,35.5,25.2,112.5,40.0,26,35.0,26,50.6
24,male,174,60.0,18,76.6,100.0,41,22.1,70.5,40.0,30.0,107,37,22,32,22,27.2
45,M,166,60,19.6,75.0,118,,28.3,69,42,13.8,91.4,44,23,36,28,24.8
68,female,156,55.0,15.0,78,113,28,26,70.0,41.8,25.0,96,35.0,24,22,28,16.2
58,F,156,126,18,139.8,151,38,53,75.0,,30.0,131.6,42,23.6,52,60,58.9
26,Male,180.0,77,20.0,91,106,40,30.0,55.0,42.5,26.4,100,46,22,36,24,27.2
