Age,Gender,Weight(Kg),Height(cm),Muscle(%),Body Fat(%),Daily Average Calorie Intake,Daily Average Protein Intake(g),Daily Average Fat Intake(g),Daily Average Carb Intake(g),Daily Average Sugar Intake(g),Exercise per week,Waist circumference (cm),Hip circumference (cm)
21,0,51,162,59,27,-290,76,-8,-130,-21,3,23,30
21,0,52,152,62,24,-225,68,-6,-111,-21,1,23,30
28,0,54,159,72,12,-193,65,-5,-102,-17,0,18,31
26,0,62,171,60,25,-386,112,-11,-184,-33,6,17,37
25,0,56,165,64,21,-322,90,-9,-150,-34,4,14,26
19,1,78,182,74,17,2558,101,71,379,78,1,35,36
26,1,63,182,76,14,2628,88,73,405,79,2,43,33
30,0,54,155,53,31,-290,81,-8,-136,-27,3,22,41
21,0,64,167,70,16,-258,90,-7,-139,-29,2,27,28
57,0,51,162,42,35,-290,76,-8,-130,-30,3,27,18
62,1,73,174,65,17,2420,102,67,352,72,2,31,42
22,0,61,168,66,20,-258,85,-7,-134,-21,2,34,30
28,0,58,159,64,20,-354,99,-10,-165,-35,5,20,43
61,0,52,153,48,26,-354,88,-10,-154,-21,5,23,34
27,0,54,155,70,14,-225,70,-6,-113,-31,1,18,37
57,0,75,175,44,33,-193,90,-5,-127,-25,0,23,14
62,1,67,175,64,18,2334,94,65,343,60,2,29,32
28,0,56,157,53,31,-258,78,-7,-127,-24,2,16,36
30,1,59,168,75,14,2990,94,83,467,98,4,27,36
51,0,65,170,47,31,-290,98,-8,-152,-29,3,27,46
29,0,53,160,60,24,-225,69,-6,-112,-19,1,21,31
30,0,43,161,59,24,-193,52,-5,-89,-18,0,13,26
60,1,71,185,73,8,2514,99,70,372,82,2,28,24
66,0,65,165,41,34,-225,84,-6,-127,-23,1,26,31
63,0,51,156,42,33,-322,82,-9,-142,-22,4,23,26
62,0,61,164,51,23,-225,79,-6,-122,-24,1,23,34
23,0,53,154,73,13,-193,64,-5,-101,-20,0,23,36
30,0,49,156,54,30,-258,69,-7,-118,-30,2,23,20
45,0,49,154,64,14,-225,64,-6,-107,-20,1,17,37
21,1,63,192,83,8,2422,82,67,373,67,1,31,29
67,1,74,183,62,19,2797,111,78,413,75,3,47,38
27,1,55,167,83,6,2049,72,57,312,61,1,32,31
54,0,59,168,46,31,-354,100,-10,-166,-27,5,22,30
29,1,51,165,78,11,1962,66,54,303,49,1,26,21
59,1,71,179,68,14,1846,85,51,262,48,0,35,43
50,1,68,178,74,10,2476,95,69,369,65,2,35,32
57,1,83,189,67,16,2424,108,67,347,73,1,35,43
49,0,60,166,60,17,-258,84,-7,-133,-21,2,23,21
26,0,54,168,67,18,-225,70,-6,-113,-33,1,8,14
64,0,51,152,46,28,-225,66,-6,-109,-28,1,24,37
50,0,62,173,53,24,-258,87,-7,-136,-18,2,19,37
23,1,60,172,81,9,2817,90,78,439,84,3,29,20
51,1,64,164,69,15,2264,90,63,334,76,2,17,34
18,0,62,162,60,27,-193,74,-5,-111,-26,0,20,42
52,1,75,170,67,17,2492,105,69,363,68,2,30,43
54,1,55,161,67,17,1550,66,43,225,38,0,28,30
49,1,65,182,72,12,1857,78,52,269,53,0,31,37
76,1,61,168,64,15,1799,79,50,258,59,1,32,39
28,1,56,169,77,12,2666,84,74,416,73,3,29,24
65,1,87,174,67,14,2620,122,73,369,74,2,36,43
33,1,55,166,83,5,1998,72,56,302,61,1,32,24
59,1,85,186,67,15,2412,110,67,342,61,1,28,42
63,1,62,165,64,18,2414,93,67,360,78,3,26,19
59,1,61,178,66,17,2292,85,64,344,57,2,29,23
66,1,58,180,63,18,2208,81,61,334,60,2,30,45
29,0,54,152,56,28,-290,81,-8,-136,-25,3,8,42
42,0,59,151,54,26,-193,71,-5,-108,-34,0,23,34
46,0,71,166,46,34,-258,99,-7,-148,-37,2,27,38
22,0,48,164,61,25,-419,91,-12,-169,-33,7,28,21
74,0,60,161,39,34,-225,78,-6,-121,-19,1,24,32
69,1,66,177,63,17,2282,92,63,337,63,2,38,31
32,0,50,152,65,18,-322,80,-9,-140,-33,4,16,23
57,0,62,163,49,27,-290,93,-8,-148,-44,3,37,36
55,0,66,162,43,34,-225,86,-6,-129,-30,1,24,32
26,1,87,177,80,10,3332,130,93,494,99,3,36,39
22,0,48,161,62,24,-290,72,-8,-126,-26,3,22,37
21,0,45,164,73,13,-225,58,-6,-101,-15,1,18,26
19,1,62,176,73,18,2282,81,63,348,67,1,29,22
25,1,72,170,80,10,3325,115,92,509,105,4,28,42
24,1,62,175,78,12,3198,99,89,500,102,4,25,34
25,0,63,162,67,18,-225,82,-6,-125,-29,1,28,37
59,0,64,161,43,33,-354,109,-10,-175,-37,5,26,32
20,1,78,181,73,18,2906,109,81,435,86,2,26,36
22,1,76,176,83,8,2808,106,78,420,86,2,34,35
24,1,72,174,83,7,3724,122,103,577,119,5,37,35
48,1,81,186,70,15,2780,113,77,409,85,2,37,57
22,0,59,154,68,18,-258,83,-7,-132,-19,2,19,33
55,0,57,153,52,24,-225,74,-6,-117,-24,1,19,30
19,1,78,183,77,14,2934,109,82,440,91,2,33,29
24,1,90,193,72,18,3584,135,100,536,114,3,39,44
21,1,86,180,79,12,3016,120,84,445,89,2,37,44
51,0,47,168,50,27,-193,56,-5,-93,-22,0,29,14
23,0,66,161,63,23,-419,125,-12,-203,-40,7,19,34
50,1,54,174,71,13,1935,70,54,292,57,1,41,23
23,0,74,167,75,11,-419,141,-12,-219,-43,7,37,49
56,1,91,177,63,21,2438,118,68,338,76,1,38,47
31,0,80,166,50,33,-225,104,-6,-147,-36,1,31,51
51,0,53,158,56,21,-193,64,-5,-101,-20,0,16,42
42,0,62,155,66,13,-419,118,-12,-196,-35,7,28,31
63,0,48,168,45,30,-225,62,-6,-105,-15,1,13,29
64,1,66,164,65,16,2740,106,76,408,71,4,22,27
27,1,70,184,76,14,2752,98,76,419,87,2,35,38
61,1,78,172,70,12,2799,117,78,407,87,3,35,26
45,0,38,144,58,20,-258,53,-7,-102,-21,2,21,20
19,1,66,166,80,11,3858,119,107,605,119,6,31,24
65,1,67,175,62,19,2888,107,80,435,85,4,36,34
65,0,42,165,51,21,-225,55,-6,-98,-22,1,15,26
24,1,72,173,74,16,2361,94,66,348,71,1,29,43
62,1,66,169,71,10,3105,112,86,471,91,5,25,33
49,1,65,161,79,5,1983,84,55,288,56,1,31,35
49,0,58,168,64,12,-419,110,-12,-188,-37,7,31,37
23,1,68,170,71,19,1959,82,54,286,62,0,30,43
53,0,43,145,57,19,-193,52,-5,-89,-22,0,27,32
53,1,76,172,70,14,2205,99,61,315,69,1,28,43
27,1,59,182,68,22,2236,77,62,342,68,1,20,37
64,1,69,180,65,16,2400,97,67,352,65,2,29,41
60,0,57,167,50,24,-225,74,-6,-117,-23,1,18,28
22,1,75,185,78,13,2882,105,80,436,92,2,21,36
29,1,42,167,80,9,1853,55,51,294,57,1,22,18
22,0,58,165,76,10,-258,81,-7,-130,-29,2,29,41
24,0,70,164,69,16,-258,98,-7,-147,-37,2,35,48
65,1,52,157,63,18,1890,73,52,282,56,2,16,26
55,1,56,165,75,8,2378,84,66,362,63,3,19,28
51,0,50,162,54,23,-290,75,-8,-130,-29,3,23,21
21,1,70,180,73,18,2070,84,58,303,67,0,29,44
21,1,72,167,80,11,2995,108,83,454,95,3,14,31
27,0,67,158,61,23,-290,100,-8,-154,-30,3,18,37
18,0,79,182,65,22,-225,103,-6,-146,-33,1,35,52
50,1,80,177,67,18,3655,136,102,548,107,5,36,44
29,0,61,158,62,22,-225,79,-6,-122,-29,1,17,42
31,1,74,171,65,24,3318,118,92,504,104,4,36,46
62,0,50,164,45,30,-258,70,-7,-119,-28,2,20,28
23,0,64,151,62,24,-225,83,-6,-126,-26,1,15,25
46,1,80,175,75,10,2336,104,65,334,69,1,44,39
33,0,59,167,57,26,-419,112,-12,-190,-38,7,29,33
69,1,91,191,64,16,2116,109,59,287,67,0,50,50
53,1,71,178,69,15,3125,114,87,472,92,4,22,32
62,0,71,160,46,29,-225,92,-6,-135,-33,1,23,44
25,1,72,172,76,14,3015,108,84,457,90,3,27,40
48,1,84,184,75,9,2457,109,68,352,70,1,40,50
24,1,85,180,69,21,2604,110,72,379,76,1,41,43
49,1,84,187,78,6,3184,126,88,472,95,3,34,53
56,0,49,153,48,28,-258,69,-7,-118,-20,2,15,25
25,1,73,188,83,7,3213,110,89,493,93,3,44,30
30,1,74,183,70,19,2434,96,68,360,74,1,21,35
27,0,54,163,75,9,-322,86,-9,-146,-32,4,15,36
61,1,75,195,76,5,2670,105,74,396,86,2,34,30
18,1,63,173,83,9,3578,107,99,565,114,5,24,31
24,0,43,149,70,15,-258,60,-7,-109,-15,2,16,39
25,1,59,173,79,11,2792,88,78,434,82,3,29,28
54,0,48,161,54,22,-225,62,-6,-105,-28,1,12,14
32,0,47,157,63,20,-258,66,-7,-115,-28,2,10,46
65,1,71,175,67,14,3264,121,91,490,94,5,33,41
56,1,48,162,71,12,1948,67,54,298,63,2,22,19
29,1,80,172,81,8,2776,112,77,409,89,2,52,31
19,0,62,173,65,22,-193,74,-5,-111,-21,0,27,47
26,1,64,181,76,14,3292,102,91,516,111,4,26,39
50,0,51,157,50,28,-225,66,-6,-109,-27,1,13,18
60,0,58,163,46,29,-225,75,-6,-118,-29,1,18,17
25,0,64,166,54,31,-258,90,-7,-139,-31,2,29,40
27,1,64,165,73,17,2158,83,60,322,66,1,28,44
56,1,57,168,68,15,3228,103,90,502,101,6,31,26
45,0,62,174,47,33,-258,87,-7,-136,-34,2,30,35
29,1,76,175,76,13,3085,114,86,464,91,3,37,35
61,1,82,180,67,15,2303,107,64,325,64,1,37,40
21,0,56,155,62,24,-193,67,-5,-104,-19,0,27,30
31,1,67,177,71,18,2602,94,72,394,77,2,30,29
55,0,49,148,46,31,-225,64,-6,-107,-8,1,24,30
20,0,45,164,63,24,-290,68,-8,-122,-26,3,18,16
22,0,61,166,67,19,-290,92,-8,-146,-34,3,23,44
72,0,48,160,35,39,-419,91,-12,-169,-32,7,27,25
51,1,72,180,75,9,1914,86,53,273,54,0,31,33
23,0,36,152,66,20,-193,43,-5,-80,-15,0,14,32
18,0,60,160,68,19,-193,72,-5,-109,-17,0,25,37
20,1,73,170,79,12,2716,102,75,408,70,2,25,39
20,0,41,158,60,26,-258,57,-7,-106,-32,2,19,23
25,0,68,167,64,21,-258,95,-7,-144,-32,2,21,42
56,0,74,166,45,32,-290,111,-8,-166,-29,3,32,41
25,0,57,166,65,20,-193,68,-5,-105,-27,0,15,36
59,1,61,175,72,10,1696,73,47,245,55,0,32,31
24,0,66,155,66,19,-290,99,-8,-154,-33,3,33,40
25,1,71,174,85,5,2348,92,65,349,67,1,44,30
26,0,64,161,62,23,-225,83,-6,-126,-14,1,33,27
27,0,48,155,56,28,-225,62,-6,-105,-30,1,12,23
59,1,66,175,67,15,2342,92,65,347,66,2,27,25
64,1,75,172,61,21,1812,90,50,250,47,0,32,41
32,1,85,190,67,22,3388,128,94,508,103,3,31,35
22,1,73,169,84,7,2018,88,56,290,66,0,26,39
30,0,58,166,60,23,-290,87,-8,-142,-24,3,22,32
54,1,70,167,64,20,2366,98,66,345,59,2,34,36
23,1,60,164,80,10,2121,78,59,320,59,1,20,36
60,1,64,169,64,19,2802,102,78,423,84,4,32,29
28,1,78,186,72,17,2530,101,70,374,72,1,33,39
26,1,55,169,72,18,1778,66,49,268,57,0,19,29
31,1,68,168,71,18,2212,88,61,328,64,1,32,21
26,1,69,178,80,10,2684,97,75,405,77,2,33,36
28,1,67,172,77,12,2898,100,80,444,80,3,34,37
24,1,69,162,71,19,2222,90,62,326,64,1,40,37
48,0,47,146,51,27,-225,61,-6,-104,-18,1,26,13
27,1,57,164,83,7,2344,80,65,360,64,2,20,40
33,1,85,175,83,5,2497,110,69,359,76,1,35,35
59,1,89,180,68,14,3105,134,86,449,91,3,37,41
50,1,67,185,75,9,3162,107,88,486,89,4,31,24
54,1,95,190,70,13,2622,124,73,367,80,1,35,54
59,1,82,175,64,19,2923,123,81,426,81,3,37,43
52,0,55,159,50,27,-225,72,-6,-115,-21,1,16,36
61,1,77,173,69,13,2172,100,60,308,60,1,32,32
26,1,67,172,83,7,2268,87,63,338,64,1,44,31
31,1,79,168,82,7,2704,111,75,396,93,2,35,41
25,0,64,165,65,20,-290,96,-8,-150,-27,3,33,32
48,0,48,154,56,22,-419,91,-12,-169,-34,7,21,28
44,1,76,181,80,5,2347,99,65,342,74,1,30,39
60,0,47,160,45,31,-225,61,-6,-104,-30,1,16,21
25,0,53,162,63,22,-225,69,-6,-112,-23,1,24,29
65,1,48,155,63,18,2032,72,56,310,62,3,19,32
64,1,77,182,60,22,2230,100,62,318,65,1,38,43
58,0,57,158,45,31,-290,86,-8,-140,-26,3,20,22
25,1,71,187,76,14,2814,99,78,429,91,2,27,34
53,1,85,181,65,19,3442,136,96,508,84,4,28,42
30,1,71,182,80,9,2384,92,66,356,73,1,35,34
32,0,62,173,62,21,-225,81,-6,-124,-32,1,20,30
22,0,46,170,62,24,-258,64,-7,-113,-12,2,27,21
63,0,59,161,46,28,-290,88,-8,-142,-27,3,27,41
65,1,55,166,73,7,3042,99,84,472,100,6,29,46
26,1,63,174,78,12,2230,82,62,336,65,1,22,27
45,0,52,156,59,19,-225,68,-6,-111,-29,1,19,24
30,1,87,177,64,25,2930,122,81,428,86,2,41,43
26,0,59,170,52,33,-258,83,-7,-132,-35,2,26,34
30,1,72,181,81,8,3071,108,85,468,106,3,30,38
27,1,68,175,79,11,2630,95,73,398,79,2,34,23
53,1,60,164,73,10,2730,96,76,416,71,4,31,34
56,0,57,171,46,30,-258,80,-7,-129,-35,2,28,34
21,1,59,184,81,10,3280,94,91,521,106,4,33,41
28,1,97,185,77,12,3186,136,88,462,87,2,41,58
26,0,44,161,71,14,-258,62,-7,-111,-20,2,28,20
29,0,68,170,68,16,-258,95,-7,-144,-31,2,23,43
24,1,66,181,80,10,2682,92,74,412,77,2,31,31
22,1,74,169,82,9,2368,96,66,348,65,1,26,42
60,0,56,161,54,19,-258,78,-7,-127,-22,2,26,44
52,1,69,180,69,15,2184,90,61,319,60,1,39,29
47,0,46,153,54,24,-258,64,-7,-113,-17,2,21,31
43,0,59,165,49,31,-225,77,-6,-120,-19,1,24,13
65,0,74,169,39,36,-225,96,-6,-139,-28,1,32,49
19,1,72,176,75,16,3114,108,86,477,89,3,39,39
29,0,66,156,66,18,-258,92,-7,-141,-30,2,19,37
24,1,54,162,80,10,3163,92,88,501,89,5,35,24
21,0,54,163,70,16,-225,70,-6,-113,-13,1,14,44
64,1,76,176,66,15,2472,106,69,357,68,2,28,42
18,1,51,165,77,15,2039,66,57,316,62,1,22,27
20,1,69,177,76,15,2382,90,66,357,72,1,32,35
29,1,62,179,74,15,4157,118,115,662,137,7,30,39
27,0,42,160,60,24,-322,67,-9,-127,-23,4,21,22
64,1,67,164,64,17,3312,121,92,500,97,6,30,40
21,0,63,162,61,25,-258,88,-7,-137,-26,2,22,33
18,0,59,169,57,30,-225,77,-6,-120,-23,1,28,36
25,1,62,164,78,12,2440,87,68,370,74,2,21,39
24,1,67,181,74,16,4384,127,122,694,145,7,35,29
18,0,52,177,64,23,-225,68,-6,-111,-22,1,20,14
28,1,63,165,71,18,2442,88,68,370,68,2,24,33
22,1,60,186,78,13,2984,90,83,469,98,3,26,39
29,0,62,169,73,11,-258,87,-7,-136,-24,2,28,33
44,1,68,172,70,16,2156,88,60,316,59,1,28,31
32,1,47,168,79,9,1638,56,46,250,51,0,18,14
57,0,52,163,45,32,-258,73,-7,-122,-25,2,20,31
27,1,51,160,84,5,1932,66,54,296,54,1,28,17
24,1,58,178,80,10,2524,81,70,392,79,2,20,25
25,1,67,169,72,18,2249,87,62,336,67,1,25,48
29,0,55,179,62,22,-290,82,-8,-136,-21,3,21,30
61,1,71,180,65,17,2456,99,68,362,68,2,25,39
67,0,59,160,47,26,-225,77,-6,-120,-30,1,21,39
57,0,36,145,43,34,-225,47,-6,-90,-27,1,9,18
51,1,55,176,76,8,1960,72,54,296,57,1,22,32
22,0,59,159,64,22,-225,77,-6,-120,-15,1,17,40
62,1,72,179,56,27,2147,94,60,308,72,1,35,40
26,0,75,166,63,22,-258,105,-7,-154,-27,2,33,35
59,0,56,179,42,34,-322,90,-9,-150,-24,4,18,13
23,0,65,167,72,14,-225,84,-6,-127,-22,1,39,39
31,1,79,182,75,14,2488,103,69,364,77,1,36,33
20,1,93,182,79,12,3550,140,99,525,109,3,46,42
34,1,58,166,69,19,2614,87,73,402,84,3,30,27
18,0,62,173,63,24,-225,81,-6,-124,-29,1,22,28
56,0,48,151,43,34,-290,72,-8,-126,-21,3,25,18
56,0,64,164,41,36,-225,83,-6,-126,-35,1,27,27
70,0,65,163,35,40,-225,84,-6,-127,-26,1,23,23
20,1,100,182,75,16,2860,130,79,407,81,1,46,46
57,1,99,189,66,17,2648,129,74,366,69,1,37,38
25,1,74,180,77,13,2792,104,78,418,82,2,37,34
60,1,91,184,56,27,2824,127,78,404,86,2,42,41
64,1,76,180,69,12,3140,122,87,467,99,4,39,31
55,1,69,169,77,5,3838,131,107,588,120,7,34,32
28,0,65,176,69,15,-354,110,-10,-176,-30,5,28,31
21,0,51,163,60,26,-225,66,-6,-109,-16,1,16,16
48,0,60,163,49,30,-193,72,-5,-109,-17,0,19,39
60,1,67,166,64,18,1977,87,55,284,63,1,26,27
54,0,48,160,46,31,-290,72,-8,-126,-26,3,22,28
67,1,77,176,59,22,3388,131,94,504,102,5,40,35
26,1,72,170,78,12,2984,108,83,451,88,3,36,44
60,0,47,160,56,17,-322,75,-9,-135,-32,4,19,16
59,0,69,163,43,33,-322,110,-9,-170,-32,4,28,47
28,0,72,164,63,21,-258,101,-7,-150,-22,2,38,45
25,0,53,151,70,15,-258,74,-7,-123,-26,2,20,28
37,0,54,166,57,24,-322,86,-9,-146,-31,4,14,31
53,1,69,176,68,16,2142,90,60,310,64,1,32,25
22,0,48,158,62,24,-225,62,-6,-105,-11,1,22,28
67,0,52,146,47,26,-193,62,-5,-99,-18,0,17,23
53,1,42,171,75,8,2458,67,68,394,75,4,26,18
60,0,60,164,50,25,-225,78,-6,-121,-24,1,27,22
25,0,50,163,60,25,-290,75,-8,-130,-33,3,23,27
25,0,57,157,53,32,-322,91,-9,-151,-36,4,19,41
52,0,47,163,52,25,-193,56,-5,-93,-17,0,16,17
24,0,47,159,54,31,-193,56,-5,-93,-14,0,16,31
32,1,58,175,75,13,3038,93,84,478,82,4,21,18
31,0,63,166,64,19,-225,82,-6,-125,-23,1,18,36
54,0,56,158,56,19,-258,78,-7,-127,-21,2,18,32
22,0,73,175,60,26,-258,102,-7,-151,-33,2,27,36
27,1,50,177,79,11,2067,65,57,324,66,1,36,11
32,0,62,156,60,23,-193,74,-5,-111,-21,0,20,28
18,0,83,175,54,33,-322,133,-9,-193,-36,4,33,39
48,0,91,170,63,14,-258,127,-7,-176,-32,2,44,53
59,0,55,166,48,27,-225,72,-6,-115,-26,1,26,19
24,0,85,177,74,11,-258,119,-7,-168,-36,2,31,41
55,1,85,176,69,14,3024,128,84,439,92,3,41,55
28,0,66,174,55,29,-225,86,-6,-129,-23,1,26,29
68,0,59,170,40,34,-290,88,-8,-142,-30,3,22,32
25,1,67,174,85,5,2292,87,64,342,70,1,25,31
47,0,51,167,50,29,-322,82,-9,-142,-39,4,22,27
21,1,66,181,78,13,3044,99,85,471,103,3,29,41
23,0,68,165,67,19,-258,95,-7,-144,-23,2,31,50
29,0,54,156,60,24,-258,76,-7,-125,-25,2,21,22
27,1,68,186,71,19,2398,88,67,361,71,1,31,35
54,0,40,155,51,25,-193,48,-5,-85,-14,0,17,24
32,0,60,169,55,28,-386,108,-11,-180,-38,6,25,49
61,1,63,179,70,12,1738,76,48,250,55,0,21,26
34,0,47,161,74,8,-225,61,-6,-104,-22,1,17,24
26,0,78,167,54,31,-322,125,-9,-185,-37,4,33,51
29,0,50,164,65,19,-225,65,-6,-108,-24,1,23,31
53,0,59,166,40,38,-419,112,-12,-190,-34,7,19,25
56,0,70,172,52,24,-225,91,-6,-134,-32,1,22,42
65,1,73,173,62,20,2088,95,58,296,61,1,30,39
26,1,58,164,80,10,2072,75,58,312,60,1,23,24
62,0,55,159,51,22,-258,77,-7,-126,-25,2,28,26
73,0,52,169,45,26,-322,83,-9,-143,-26,4,23,39
50,1,96,191,66,19,3054,134,85,438,87,2,42,49
65,0,50,162,42,33,-225,65,-6,-108,-22,1,20,38
25,0,57,155,72,13,-322,91,-9,-151,-32,4,20,30
55,0,64,162,47,30,-193,77,-5,-114,-14,0,33,25
26,1,77,183,78,12,2862,108,80,428,89,2,49,42
30,1,64,183,75,14,3605,109,100,567,118,5,29,25
30,0,72,160,55,29,-322,115,-9,-175,-37,4,26,39
62,0,64,168,44,31,-386,115,-11,-187,-31,6,33,32
28,0,57,152,60,24,-193,68,-5,-105,-24,0,23,27
25,0,70,163,61,24,-193,84,-5,-121,-22,0,28,31
64,0,66,151,49,24,-193,79,-5,-116,-18,0,29,34
57,0,70,185,49,27,-193,84,-5,-121,-30,0,30,45
24,1,51,167,85,5,2014,66,56,312,62,1,26,37
25,0,74,166,52,33,-322,118,-9,-178,-29,4,33,31
26,0,51,167,59,26,-258,71,-7,-120,-24,2,16,27
27,0,64,159,74,10,-258,90,-7,-139,-25,2,18,35
26,0,72,162,67,18,-225,94,-6,-137,-29,1,28,50
62,1,78,170,71,10,2460,109,68,353,73,2,28,39
25,1,81,178,85,5,2163,97,60,309,62,0,38,39
28,0,59,161,61,23,-290,88,-8,-142,-29,3,20,18
26,0,49,157,67,18,-193,59,-5,-96,-14,0,22,15
24,0,61,160,69,16,-290,92,-8,-146,-35,3,34,21
22,0,57,155,66,20,-225,74,-6,-117,-26,1,21,32
58,1,68,173,70,12,1772,82,49,251,51,0,33,37
48,1,65,160,67,18,1981,84,55,288,70,1,38,26
31,1,62,170,66,23,2146,81,60,320,64,1,28,29
64,1,55,165,70,11,1773,72,49,261,51,1,19,25
68,0,44,160,45,28,-322,70,-9,-130,-17,4,24,16
21,1,55,162,67,24,1755,66,49,262,55,0,37,22
24,1,51,167,83,7,3165,87,88,506,101,5,22,43
60,0,51,157,50,24,-258,71,-7,-120,-20,2,23,34
25,0,56,157,72,13,-290,84,-8,-138,-34,3,21,29
22,1,81,170,84,7,3182,122,88,476,97,3,24,42
62,0,85,174,46,29,-290,128,-8,-182,-46,3,31,45
55,0,45,151,46,31,-225,58,-6,-101,-15,1,19,25
29,1,83,175,79,10,3568,133,99,536,119,4,43,51
54,0,57,171,55,21,-225,74,-6,-117,-24,1,23,33
30,0,55,162,54,30,-225,72,-6,-115,-30,1,27,38
62,0,57,165,42,34,-225,74,-6,-117,-32,1,25,34
25,0,89,172,54,31,-225,116,-6,-159,-36,1,31,49
25,0,52,160,75,10,-258,73,-7,-122,-32,2,21,37
57,0,77,162,49,27,-258,108,-7,-157,-32,2,28,40
27,1,65,168,78,12,2826,98,78,433,98,3,30,30
23,1,93,180,80,10,3501,140,97,517,98,3,41,53
28,1,74,181,77,12,2431,96,68,359,66,1,25,34
69,0,64,164,43,30,-193,77,-5,-114,-28,0,25,44
57,1,61,175,66,17,1993,79,55,296,56,1,22,28
28,1,72,173,81,8,2000,86,56,288,71,0,30,46
26,1,51,172,79,11,2044,66,57,317,70,1,24,23
25,1,78,185,78,12,3632,125,101,556,116,4,31,38
52,1,51,174,74,10,1879,66,52,287,54,1,20,25
31,1,60,177,80,9,2490,84,69,383,77,2,20,28
27,0,63,163,61,23,-258,88,-7,-137,-35,2,30,23
29,1,72,169,70,19,3272,115,91,498,99,4,29,41
61,1,66,170,68,14,2276,92,63,335,61,2,28,36
32,1,70,180,79,9,2672,98,74,404,85,2,21,25
21,1,81,180,79,12,2936,113,82,436,90,2,36,34
27,1,66,177,73,17,2291,86,64,343,75,1,30,24
26,0,37,155,74,11,-290,56,-8,-110,-17,3,2,29
62,0,50,162,49,25,-225,65,-6,-108,-25,1,12,22
50,0,50,157,52,25,-290,75,-8,-130,-19,3,14,26
59,1,65,172,66,16,2009,84,56,292,66,1,24,34
54,1,70,173,66,18,2426,98,67,358,79,2,30,42
66,1,69,169,64,17,1706,83,47,238,45,0,42,45
57,0,68,166,50,25,-322,109,-9,-169,-32,4,27,33
20,1,74,174,86,5,2426,96,67,360,67,1,39,35
23,0,65,168,57,29,-258,91,-7,-140,-29,2,24,35
21,0,72,172,62,24,-225,94,-6,-137,-28,1,27,34
24,0,57,156,70,15,-225,74,-6,-117,-21,1,28,35
30,0,39,154,58,26,-225,51,-6,-94,-18,1,17,18
27,1,63,171,80,10,2196,82,61,330,68,1,26,34
25,0,54,159,72,13,-225,70,-6,-113,-19,1,27,28
71,1,62,170,63,17,1865,81,52,268,54,1,32,31
33,0,66,153,60,22,-225,86,-6,-129,-22,1,35,43
61,0,57,167,51,23,-225,74,-6,-117,-21,1,20,29
36,1,51,156,70,18,2358,76,66,365,74,3,24,16
54,1,54,180,72,11,1960,70,54,298,59,1,22,27
18,1,62,180,82,10,2324,81,65,354,74,1,34,32
41,0,47,147,55,25,-258,66,-7,-115,-21,2,21,38
25,0,55,157,62,23,-290,82,-8,-136,-26,3,16,28
25,0,58,164,56,29,-322,93,-9,-153,-30,4,18,37
77,1,75,176,60,19,3822,142,106,575,115,7,46,54
21,1,96,195,70,21,4573,163,127,694,141,5,40,48
28,0,46,164,55,29,-290,69,-8,-124,-22,3,18,25
33,1,57,176,81,7,3020,91,84,475,95,4,18,29
23,0,70,168,67,19,-258,98,-7,-147,-27,2,32,58
23,1,64,181,77,13,2326,83,65,352,74,1,34,30
29,1,77,182,76,13,2474,100,69,363,72,1,30,29
67,0,58,179,47,25,-258,81,-7,-130,-26,2,17,51
50,0,52,173,50,28,-258,73,-7,-122,-27,2,26,26
25,1,61,168,73,17,3388,104,94,532,106,5,33,29
23,0,50,165,68,18,-290,75,-8,-130,-27,3,25,26
70,1,69,184,69,10,1794,83,50,253,43,0,37,31
22,1,61,193,74,17,2396,79,67,369,77,1,21,38
48,0,52,168,58,20,-225,68,-6,-111,-26,1,18,24
60,1,65,174,65,17,2019,84,56,295,63,1,17,38
65,0,57,149,42,32,-258,80,-7,-129,-24,2,24,28
23,0,46,147,65,21,-225,60,-6,-103,-21,1,19,35
37,1,65,164,76,11,2392,91,66,358,73,2,35,35
47,0,51,152,54,24,-290,76,-8,-130,-24,3,12,22
64,0,63,164,43,31,-290,94,-8,-148,-30,3,29,34
52,1,72,178,64,20,2524,101,70,372,67,2,33,36
22,0,54,151,61,25,-354,92,-10,-158,-35,5,25,32
32,1,69,184,81,7,2696,97,75,408,78,2,24,31
31,1,77,161,67,22,2602,108,72,380,77,2,30,37
23,1,69,178,85,6,2031,83,56,299,59,0,35,39
65,1,65,173,62,20,2258,91,63,332,60,2,23,27
25,0,75,156,61,24,-354,128,-10,-194,-35,5,26,44
25,0,48,154,55,30,-290,72,-8,-126,-26,3,29,25
21,1,72,177,76,15,2417,94,67,360,69,1,31,41
21,0,57,167,58,28,-290,86,-8,-140,-36,3,21,18
22,0,61,161,67,19,-258,85,-7,-134,-29,2,19,22
62,1,55,180,60,23,1918,72,53,288,56,1,17,36
19,1,70,181,80,11,4179,126,116,658,131,6,29,40
24,0,60,156,69,16,-354,102,-10,-168,-33,5,25,26
64,0,56,161,42,33,-225,73,-6,-116,-28,1,24,30
62,0,62,168,44,31,-322,99,-9,-159,-31,4,25,37
64,0,72,173,43,31,-354,122,-10,-188,-41,5,36,30
26,1,56,170,73,17,2696,84,75,421,86,3,29,33
27,0,65,173,72,12,-258,91,-7,-140,-40,2,29,26
23,0,88,167,59,27,-225,114,-6,-157,-32,1,38,56
27,1,60,166,84,5,2110,78,59,317,63,1,24,31
